N;M;Output
100000;256;103880
100000;256;97828
100000;256;87514
100000;256;102927
100000;256;100356
100000;256;93073
100000;256;101866
100000;256;95191
100000;256;103140
100000;256;94233
100000;256;102110
100000;256;102778
100000;256;91012
100000;256;97303
100000;256;101214
100000;256;99759
100000;256;88347
100000;256;103824
100000;256;94364
100000;256;92524
100000;256;106261
100000;256;80002
100000;256;93538
100000;256;106594
100000;256;101914
100000;256;90642
100000;256;99797
100000;256;93383
100000;256;91491
100000;256;103019
100000;256;91366
100000;256;92317
100000;256;106832
100000;256;105253
100000;256;94234
100000;256;111642
100000;256;99730
100000;256;95928
100000;256;106623
100000;256;92829
100000;256;99936
100000;256;94845
100000;256;94813
100000;256;98910
100000;256;103691
100000;256;100596
100000;256;92075
100000;256;109312
100000;256;101446
100000;256;104314
100000;256;117049
100000;256;120329
100000;256;90610
100000;256;91389
100000;256;97724
100000;256;111856
100000;256;108365
100000;256;95282
100000;256;99453
100000;256;110556
100000;256;96034
100000;256;103890
100000;256;99781
100000;256;97439
100000;256;105443
100000;256;90307
100000;256;100309
100000;256;98938
100000;256;100032
100000;256;111022
100000;256;102248
100000;256;107852
100000;256;106686
100000;256;90598
100000;256;101938
100000;256;110426
100000;256;108632
100000;256;100161
100000;256;101617
100000;256;99977
100000;256;97342
100000;256;98287
100000;256;97433
100000;256;103000
100000;256;101666
100000;256;101946
100000;256;99815
100000;256;105739
100000;256;93214
100000;256;95121
100000;256;106160
100000;256;88465
100000;256;93000
100000;256;100601
100000;256;97274
100000;256;100434
100000;256;99255
100000;256;93701
100000;256;100234
100000;256;106745
100000;256;95660
100000;256;89301
100000;256;104502
100000;256;99965
100000;256;95665
100000;256;98294
100000;256;116936
100000;256;98838
100000;256;109096
100000;256;108466
100000;256;99089
100000;256;91986
100000;256;102319
100000;256;110481
100000;256;97837
100000;256;93733
100000;256;113147
100000;256;102747
100000;256;102891
100000;256;106964
100000;256;100126
100000;256;101055
100000;256;94829
100000;256;93631
100000;256;98096
100000;256;94759
100000;256;93282
100000;256;100091
100000;256;109600
100000;256;97151
100000;256;97529
100000;256;112711
100000;256;103045
100000;256;92447
100000;256;103150
100000;256;104466
100000;256;111338
100000;256;102257
100000;256;104706
100000;256;91449
100000;256;95540
100000;256;102643
100000;256;107679
100000;256;98510
100000;256;101970
100000;256;104766
100000;256;97116
100000;256;95633
100000;256;99550
100000;256;96399
100000;256;104239
100000;256;109452
100000;256;102834
100000;256;101456
100000;256;107217
100000;256;110192
100000;256;109640
100000;256;97269
100000;256;109675
100000;256;100631
100000;256;85731
100000;256;98057
100000;256;102264
100000;256;107021
100000;256;102347
100000;256;112228
100000;256;100924
100000;256;97196
100000;256;98369
100000;256;101503
100000;256;99410
100000;256;95216
100000;256;112250
100000;256;114257
100000;256;102018
100000;256;100764
100000;256;104135
100000;256;99974
100000;256;99722
100000;256;107024
100000;256;107730
100000;256;98699
100000;256;105992
100000;256;99121
100000;256;90158
100000;256;95907
100000;256;105927
100000;256;98632
100000;256;97132
100000;256;90524
100000;256;103996
100000;256;96213
100000;256;108780
100000;256;97366
100000;256;109418
100000;256;103859
100000;256;111769
100000;256;107954
100000;256;110250
100000;256;89917
100000;256;91747
100000;256;109244
100000;256;100947
100000;256;102468
100000;256;110647
100000;256;104328
100000;256;94647
100000;256;100240
100000;256;92702
100000;256;103945
100000;256;101597
100000;256;101598
100000;256;90245
100000;256;94902
100000;256;102651
100000;256;107209
100000;256;101291
100000;256;95045
100000;256;97167
100000;256;104951
100000;256;110428
100000;256;99807
100000;256;105018
100000;256;111822
100000;256;98870
100000;256;88719
100000;256;101749
100000;256;97872
100000;256;101664
100000;256;96934
100000;256;103388
100000;256;102271
100000;256;97773
100000;256;106341
100000;256;111793
100000;256;98976
100000;256;96541
100000;256;95654
100000;256;97536
100000;256;97676
100000;256;96218
100000;256;105415
100000;256;98008
100000;256;94658
100000;256;84184
100000;256;97518
100000;256;98786
100000;256;95266
100000;256;101263
100000;256;103191
100000;256;94179
100000;256;98029
100000;256;93465
100000;256;101493
100000;256;103274
100000;256;96370
100000;256;98581
100000;256;105698
100000;256;99574
100000;256;97486
100000;256;92864
100000;256;94618
100000;256;111831
100000;256;103935
100000;256;108768
100000;256;85887
100000;256;93263
100000;256;103393
100000;256;90179
100000;256;107763
100000;256;113766
100000;256;95335
100000;256;105362
100000;256;103821
100000;256;98523
100000;256;93398
100000;256;102554
100000;256;98101
100000;256;95898
100000;256;93824
100000;256;93535
100000;256;87481
100000;256;94372
100000;256;94490
100000;256;95704
100000;256;94687
100000;256;95694
100000;256;105972
100000;256;95368
100000;256;105839
100000;256;99532
100000;256;88703
100000;256;96290
100000;256;93764
100000;256;100718
100000;256;98906
100000;256;90592
100000;256;83018
100000;256;94113
100000;256;114308
100000;256;92719
100000;256;100252
100000;256;101516
100000;256;96391
100000;256;116261
100000;256;97507
100000;256;101886
100000;256;110013
100000;256;98590
100000;256;91992
100000;256;90582
100000;256;91528
100000;256;107197
100000;256;111379
100000;256;105129
100000;256;111467
100000;256;110192
100000;256;104926
100000;256;94609
100000;256;95008
100000;256;94177
100000;256;101917
100000;256;106300
100000;256;108848
100000;256;91845
100000;256;94272
100000;256;97494
100000;256;93038
100000;256;97350
100000;256;99367
100000;256;102445
100000;256;98193
100000;256;90305
100000;256;92236
100000;256;98355
100000;256;100736
100000;256;105184
100000;256;97974
100000;256;101884
100000;256;99814
100000;256;101890
100000;256;98667
100000;256;101849
100000;256;95646
100000;256;105189
100000;256;100201
100000;256;104297
100000;256;100776
100000;256;104640
100000;256;111801
100000;256;97742
100000;256;100592
100000;256;104468
100000;256;93980
100000;256;102706
100000;256;109698
100000;256;90441
100000;256;85389
100000;256;98380
100000;256;95363
100000;256;86838
100000;256;103208
100000;256;90551
100000;256;102812
100000;256;109088
100000;256;96213
100000;256;92643
100000;256;96149
100000;256;103247
100000;256;100085
100000;256;100342
100000;256;96746
100000;256;92475
100000;256;105467
100000;256;109143
100000;256;109741
100000;256;105591
100000;256;93704
100000;256;88965
100000;256;93347
100000;256;98322
100000;256;89049
100000;256;98012
100000;256;112871
100000;256;95354
100000;256;101679
100000;256;104677
100000;256;100330
100000;256;102706
100000;256;96586
100000;256;101298
100000;256;100678
100000;256;102380
100000;256;103848
100000;256;98290
100000;256;99982
100000;256;93151
100000;256;104336
100000;256;97117
100000;256;99213
100000;256;102719
100000;256;96545
100000;256;103897
100000;256;100909
100000;256;100668
100000;256;97469
100000;256;106995
100000;256;114105
100000;256;105976
100000;256;94217
100000;256;99854
100000;256;102690
100000;256;96124
100000;256;87480
100000;256;97347
100000;256;99410
100000;256;102913
100000;256;99490
100000;256;105067
100000;256;112381
100000;256;86971
100000;256;92006
100000;256;90121
100000;256;109790
100000;256;103947
100000;256;93406
100000;256;97139
100000;256;99068
100000;256;101684
100000;256;108379
100000;256;104491
100000;256;107731
100000;256;103005
100000;256;98174
100000;256;94030
100000;256;90614
100000;256;99956
100000;256;95709
100000;256;98668
100000;256;103829
100000;256;98274
100000;256;99545
100000;256;99694
100000;256;95332
100000;256;109758
100000;256;105699
100000;256;113414
100000;256;101036
100000;256;109373
100000;256;108202
100000;256;100722
100000;256;100450
100000;256;109412
100000;256;103143
100000;256;92218
100000;256;101232
100000;256;107590
100000;256;94048
100000;256;103747
100000;256;87639
100000;256;109339
100000;256;91073
100000;256;104376
100000;256;92833
100000;256;93521
100000;256;104599
100000;256;96220
100000;256;90293
100000;256;104346
100000;256;110145
100000;256;96714
100000;256;96481
100000;256;108287
100000;256;95191
100000;256;107530
100000;256;98541
100000;256;104506
100000;256;97408
100000;256;88624
100000;256;101197
100000;256;100990
100000;256;115491
100000;256;101503
100000;256;98698
100000;256;104638
100000;256;96083
100000;256;95376
100000;256;92555
100000;256;99220
100000;256;103225
100000;256;100022
100000;256;103350
100000;256;100512
100000;256;107671
100000;256;99489
100000;256;94678
100000;256;100327
100000;256;99654
100000;256;103113
100000;256;88611
100000;256;103332
100000;256;86601
100000;256;100139
100000;256;98050
100000;256;106657
100000;256;108030
100000;256;94851
100000;256;98118
100000;256;103015
100000;256;103361
100000;256;103615
100000;256;112677
100000;256;88589
100000;256;101368
100000;256;107027
100000;256;96760
100000;256;102085
100000;256;114690
100000;256;101769
100000;256;113889
100000;256;93638
100000;256;108659
100000;256;102496
100000;256;109275
100000;256;100638
100000;256;109022
100000;256;95024
100000;256;92055
100000;256;91356
100000;256;96432
100000;256;105009
100000;256;97205
100000;256;95469
100000;256;101218
100000;256;100556
100000;256;100039
100000;256;108974
100000;256;110618
100000;256;100792
100000;256;108795
100000;256;89901
100000;256;92517
100000;256;96996
100000;256;89579
100000;256;103232
100000;256;105298
100000;256;97550
100000;256;94099
100000;256;105124
100000;256;117247
100000;256;113118
100000;256;115675
100000;256;106231
100000;256;103013
100000;256;101517
100000;256;98140
100000;256;125947
100000;256;107578
100000;256;99765
100000;256;107538
100000;256;96662
100000;256;103405
100000;256;95792
100000;256;98146
100000;256;107302
100000;256;94675
100000;256;90348
100000;256;99205
100000;256;91819
100000;256;89265
100000;256;98529
100000;256;103070
100000;256;101495
100000;256;89140
100000;256;111275
100000;256;94289
100000;256;106173
100000;256;107289
100000;256;105559
100000;256;100376
100000;256;100050
100000;256;100617
100000;256;109461
100000;256;107770
100000;256;87172
100000;256;99362
100000;256;92316
100000;256;106429
100000;256;100144
100000;256;100469
100000;256;105763
100000;256;95926
100000;256;106691
100000;256;97209
100000;256;93225
100000;256;93881
100000;256;101974
100000;256;108697
100000;256;99757
100000;256;103601
100000;256;92091
100000;256;113619
100000;256;92359
100000;256;90598
100000;256;94558
100000;256;105294
100000;256;92948
100000;256;89840
100000;256;102621
100000;256;100173
100000;256;105195
100000;256;116457
100000;256;93078
100000;256;115406
100000;256;103248
100000;256;97024
100000;256;98299
100000;256;93604
100000;256;99292
100000;256;94333
100000;256;102032
100000;256;108426
100000;256;106552
100000;256;93436
100000;256;88354
100000;256;94658
100000;256;97791
100000;256;91099
100000;256;110430
100000;256;100914
100000;256;106327
100000;256;103430
100000;256;96643
100000;256;96986
100000;256;95168
100000;256;91811
100000;256;105102
100000;256;110183
100000;256;100684
100000;256;108643
100000;256;91268
100000;256;106423
100000;256;106363
100000;256;98623
100000;256;103556
100000;256;101609
100000;256;100886
100000;256;101482
100000;256;94126
100000;256;95261
100000;256;105540
100000;256;99092
100000;256;102925
100000;256;108601
100000;256;96556
100000;256;107515
100000;256;99540
100000;256;101448
100000;256;94459
100000;256;95622
100000;256;94723
100000;256;98249
100000;256;98766
100000;256;98553
100000;256;86035
100000;256;115988
100000;256;111286
100000;256;107122
100000;256;92786
100000;256;105689
100000;256;104112
100000;256;99418
100000;256;103710
100000;256;96830
100000;256;111473
100000;256;106783
100000;256;88887
100000;256;103067
100000;256;106974
100000;256;101107
100000;256;97173
100000;256;97283
100000;256;99632
100000;256;103217
100000;256;89564
100000;256;95812
100000;256;97096
100000;256;102494
100000;256;109461
100000;256;101700
100000;256;113221
100000;256;104413
100000;256;95763
100000;256;99289
100000;256;100350
100000;256;97614
100000;256;91390
100000;256;97467
100000;256;98278
100000;256;102450
100000;256;91818
100000;256;97230
100000;256;112211
100000;256;91609
100000;256;93906
100000;256;126263
100000;256;102479
100000;256;101053
100000;256;95775
100000;256;101178
100000;256;101465
100000;256;98118
100000;256;92623
100000;256;96169
100000;256;96085
100000;256;98722
100000;256;107698
100000;256;96001
100000;256;89840
100000;256;103085
100000;256;94778
100000;256;87698
100000;256;102048
100000;256;97160
100000;256;103182
100000;256;100702
100000;256;101255
100000;256;105857
100000;256;89966
100000;256;93642
100000;256;96370
100000;256;98712
100000;256;116448
100000;256;99311
100000;256;97857
100000;256;92976
100000;256;94284
100000;256;92209
100000;256;93448
100000;256;97876
100000;256;94514
100000;256;99252
100000;256;103994
100000;256;90429
100000;256;102861
100000;256;123031
100000;256;104629
100000;256;97473
100000;256;90378
100000;256;97848
100000;256;94648
100000;256;109255
100000;256;100568
100000;256;94980
100000;256;102856
100000;256;107898
100000;256;103492
100000;256;101066
100000;256;107653
100000;256;93878
100000;256;92242
100000;256;95931
100000;256;92847
100000;256;100452
100000;256;104337
100000;256;110077
100000;256;97547
100000;256;104005
100000;256;99282
100000;256;105097
100000;256;110735
100000;256;103012
100000;256;95340
100000;256;120103
100000;256;107973
100000;256;100600
100000;256;106653
100000;256;92152
100000;256;92982
100000;256;101739
100000;256;100105
100000;256;95999
100000;256;99853
100000;256;103768
100000;256;98913
100000;256;97048
100000;256;99444
100000;256;100367
100000;256;103411
100000;256;98759
100000;256;102582
100000;256;95592
100000;256;98857
100000;256;100588
100000;256;91690
100000;256;104189
100000;256;95606
100000;256;93809
100000;256;94847
100000;256;103201
100000;256;101994
100000;256;92998
100000;256;86497
100000;256;100317
100000;256;103017
100000;256;113860
100000;256;105035
100000;256;96426
100000;256;102025
100000;256;93124
100000;256;94124
100000;256;106942
100000;256;103468
100000;256;102441
100000;256;102415
100000;256;102046
100000;256;91873
100000;256;99719
100000;256;99006
100000;256;99034
100000;256;95518
100000;256;99372
100000;256;90109
100000;256;94962
100000;256;105220
100000;256;113751
100000;256;107446
100000;256;97444
100000;256;103899
100000;256;96443
100000;256;103725
100000;256;102144
100000;256;98975
100000;256;115786
100000;256;105027
100000;256;108668
100000;256;90459
100000;256;85607
100000;256;99444
100000;256;93750
100000;256;91335
100000;256;95427
100000;256;88913
100000;256;102439
100000;256;93685
100000;256;100565
100000;256;101085
100000;256;107392
100000;256;102349
100000;256;96432
100000;256;90079
100000;256;101926
100000;256;94610
100000;256;108449
100000;256;95390
100000;256;96410
100000;256;101335
100000;256;109407
100000;256;91594
100000;256;105234
100000;256;91849
100000;256;108550
100000;256;114402
100000;256;96038
100000;256;109425
100000;256;97435
100000;256;96858
100000;256;91624
100000;256;106220
100000;256;102530
100000;256;101773
100000;256;90016
100000;256;101979
100000;256;104334
100000;256;100653
100000;256;90582
100000;256;84831
100000;256;104397
100000;256;101423
100000;256;105631
100000;256;105968
100000;256;103267
100000;256;109064
100000;256;105942
100000;256;90043
100000;256;91723
100000;256;96209
100000;256;96101
100000;256;101955
100000;256;112212
100000;256;105206
100000;256;92874
100000;256;111841
100000;256;105672
100000;256;90381
100000;256;105161
100000;256;104373
100000;256;99675
100000;256;101325
100000;256;96432
100000;256;101382
100000;256;101827
100000;256;94355
100000;256;88757
100000;256;93681
100000;256;104725
100000;256;95277
100000;256;95916
100000;256;93776
100000;256;99577
100000;256;100209
100000;256;102495
100000;256;102076
100000;256;104747
100000;256;103001
100000;256;108675
100000;256;101372
100000;256;95603
100000;256;96011
100000;256;102103
100000;256;105874
100000;256;100713
100000;256;99957
100000;256;102666
100000;256;97501
100000;256;117352
100000;256;117485
100000;256;103727
100000;256;105320
100000;256;96722
100000;256;94385
100000;256;104200
100000;256;102947
100000;256;103074
100000;256;101807
100000;256;105930
100000;256;109706
100000;256;92451
100000;256;108751
100000;256;98372
100000;256;97081
100000;256;104049
100000;256;99104
100000;256;97830
100000;256;102290
100000;256;107164
100000;256;113704
100000;256;90450
100000;256;98945
100000;256;91101
100000;256;97436
100000;256;102187
100000;256;110821
100000;256;97328
100000;256;99553
100000;256;98666
100000;256;100873
100000;256;107360
100000;256;94735
100000;256;113233
100000;256;91983
100000;256;100683
100000;256;98172
100000;256;100176
100000;256;88357
100000;256;86184
100000;256;87799
100000;256;107767
100000;256;91259
100000;256;94338
100000;256;97249
100000;256;111962
100000;256;95809
100000;256;101315
100000;256;99971
100000;256;95642
100000;256;81208
100000;256;100710
100000;256;104240
100000;256;101490
100000;256;94467
100000;256;94024
100000;256;101793
100000;256;101440
100000;256;89106
100000;256;99444
100000;256;100226
100000;256;109777
100000;256;89289
100000;256;99673
100000;256;110481
100000;256;99630
100000;256;97557
100000;256;92161
100000;256;100172
100000;256;101590
100000;256;94115
100000;256;96430
100000;256;90516
100000;256;86642
100000;256;100552
100000;256;99116
100000;256;103194
100000;256;109147
100000;256;98784
100000;256;112774
100000;256;109940
100000;256;93019
100000;256;95367
100000;256;101265
100000;256;101595
100000;256;100651
100000;256;103029
100000;256;102693
100000;256;95865
100000;256;103683
100000;256;99258
100000;256;88156
100000;256;98670
100000;256;98049
100000;256;99307
100000;256;106350
100000;256;98739
100000;256;97331
100000;256;108687
100000;256;93278
100000;256;104003
100000;256;94691
100000;256;94264
100000;256;110901
100000;256;110941
100000;256;92863
100000;256;99296
100000;256;110412
100000;256;94287
100000;256;95889
100000;256;103078
100000;256;93717
100000;256;96486
100000;256;105021
100000;256;95308
100000;256;92666
100000;256;93453
100000;256;97551
100000;256;98290
100000;256;105988
100000;256;100780
100000;256;88300
100000;256;95373
100000;256;105577
100000;256;90443
100000;256;109859
100000;256;109340
100000;256;108721
100000;256;107762
100000;256;105619
100000;256;109288
100000;256;96340
100000;256;91583
100000;256;108382
100000;256;95668
100000;256;102565
100000;256;93996
100000;256;108245
100000;256;93156
100000;256;99638
100000;256;106354
100000;256;101156
100000;256;98838
100000;256;103055
100000;256;89750
100000;256;96381
100000;256;96250
100000;256;97111
100000;256;106825
100000;256;105710
100000;256;105046
100000;256;95196
100000;256;100619
100000;256;100661
100000;256;93220
100000;256;102742
100000;256;96478
100000;256;89932
100000;256;101747
100000;256;106465
100000;256;114616
100000;256;94036
100000;256;93182
100000;256;99916
100000;256;101117
100000;256;106564
100000;256;108419
100000;256;105794
100000;256;102213
100000;256;101751
100000;256;108710
100000;256;96632
100000;256;98521
100000;256;97053
100000;256;94178
100000;256;112452
100000;256;89877
100000;256;91142
100000;256;103015
100000;256;100621
100000;256;95263
100000;256;98062
100000;256;97998
100000;256;98835
100000;256;101614
100000;256;95155
100000;256;109271
100000;256;95117
100000;256;101723
100000;256;94086
100000;256;98815
100000;256;105237
100000;256;98317
100000;256;92126
100000;256;103153
100000;256;101313
100000;256;97383
100000;256;101880
100000;256;96158
100000;256;95144
100000;256;106351
100000;256;99815
100000;256;97482
100000;256;93370
100000;256;89187
100000;256;102722
100000;256;104751
100000;256;103424
100000;256;90038
100000;256;105864
100000;256;87396
100000;256;114578
100000;256;96970
100000;256;96195
100000;256;97602
100000;256;100768
100000;256;97071
100000;256;97848
100000;256;108854
100000;256;99021
100000;256;102490
100000;256;105064
100000;256;103203
100000;256;87271
100000;256;93152
100000;256;103360
100000;256;101751
100000;256;101841
100000;256;104913
100000;256;91421
100000;256;102299
100000;256;94781
100000;256;107215
100000;256;111095
100000;256;110238
100000;256;92749
100000;256;106324
100000;256;93575
100000;256;88149
100000;256;103053
100000;256;99861
100000;256;93700
100000;256;107523
100000;256;88650
100000;256;101797
100000;256;101465
100000;256;109005
100000;256;99964
100000;256;101234
100000;256;88205
100000;256;91400
100000;256;99084
100000;256;103568
100000;256;98983
100000;256;106960
100000;256;89079
100000;256;106255
100000;256;97306
100000;256;99290
100000;256;94772
100000;256;117802
100000;256;100817
100000;256;99045
100000;256;91844
100000;256;119924
100000;256;102221
100000;256;96242
100000;256;97413
100000;256;102376
100000;256;87463
100000;256;95285
100000;256;91709
100000;256;96337
100000;256;96696
100000;256;105373
100000;256;96708
100000;256;92099
100000;256;94736
100000;256;101693
100000;256;103553
100000;256;102583
100000;256;88488
100000;256;106941
100000;256;102831
100000;256;99412
100000;256;99556
100000;256;102558
100000;256;100815
100000;256;98945
100000;256;90489
100000;256;89889
100000;256;96851
100000;256;102274
100000;256;99089
100000;256;110453
100000;256;99213
100000;256;101735
100000;256;101371
100000;256;91145
100000;256;95864
100000;256;93388
100000;256;93489
100000;256;98495
100000;256;101617
100000;256;104569
100000;256;94574
100000;256;103748
100000;256;102945
100000;256;103930
100000;256;94742
100000;256;101775
100000;256;102169
100000;256;94777
100000;256;104726
100000;256;102855
100000;256;99649
100000;256;98712
100000;256;101882
100000;256;102841
100000;256;99280
100000;256;93200
100000;256;96393
100000;256;93278
100000;256;94625
100000;256;83179
100000;256;99842
100000;256;94348
100000;256;94055
100000;256;94604
100000;256;93114
100000;256;111013
100000;256;90279
100000;256;107179
100000;256;102481
100000;256;100895
100000;256;100352
100000;256;101743
100000;256;94131
100000;256;102634
100000;256;95248
100000;256;100941
100000;256;94694
100000;256;101965
100000;256;96085
100000;256;98379
100000;256;91090
100000;256;99680
100000;256;113116
100000;256;93168
100000;256;107083
100000;256;101333
100000;256;97927
100000;256;96297
100000;256;102788
100000;256;100134
100000;256;99751
100000;256;106035
100000;256;100320
100000;256;110104
100000;256;102018
100000;256;92524
100000;256;108701
100000;256;110177
100000;256;104605
100000;256;87690
100000;256;95247
100000;256;102899
100000;256;91356
100000;256;102143
100000;256;100621
100000;256;89237
100000;256;104779
100000;256;106332
100000;256;95864
100000;256;109816
100000;256;101642
100000;256;87997
100000;256;87229
100000;256;97713
100000;256;100089
100000;256;100721
100000;256;111883
100000;256;104799
100000;256;91453
100000;256;97776
100000;256;89254
100000;256;101164
100000;256;108957
100000;256;100529
100000;256;95145
100000;256;93038
100000;256;101195
100000;256;94455
100000;256;103697
100000;256;107362
100000;256;87743
100000;256;89248
100000;256;99945
100000;256;94201
100000;256;96155
100000;256;93806
100000;256;92351
100000;256;100597
100000;256;112489
100000;256;97882
100000;256;90176
100000;256;90221
100000;256;98136
100000;256;100811
100000;256;99558
100000;256;92166
100000;256;104425
100000;256;96044
100000;256;90620
100000;256;100697
100000;256;101766
100000;256;89877
100000;256;115865
100000;256;94072
100000;256;106286
100000;256;95881
100000;256;95734
100000;256;100769
100000;256;96271
100000;256;97489
100000;256;90721
100000;256;90554
100000;256;90105
100000;256;95361
100000;256;104944
100000;256;105707
100000;256;96924
100000;256;99018
100000;256;94592
100000;256;105087
100000;256;103560
100000;256;94701
100000;256;99873
100000;256;105919
100000;256;95006
100000;256;98441
100000;256;109597
100000;256;103617
100000;256;102861
100000;256;109475
100000;256;100781
100000;256;101378
100000;256;98439
100000;256;97149
100000;256;103243
100000;256;89337
100000;256;104418
100000;256;99303
100000;256;95441
100000;256;95550
100000;256;101307
100000;256;100825
100000;256;103603
100000;256;88713
100000;256;96563
100000;256;108567
100000;256;100206
100000;256;98677
100000;256;91931
100000;256;107187
100000;256;101876
100000;256;101732
100000;256;101854
100000;256;89498
100000;256;94223
100000;256;110198
100000;256;104273
100000;256;100146
100000;256;97011
100000;256;101353
100000;256;99759
100000;256;99950
100000;256;89376
100000;256;96837
100000;256;99717
100000;256;116851
100000;256;102052
100000;256;104519
100000;256;107105
100000;256;111001
100000;256;101739
100000;256;116395
100000;256;106112
100000;256;93546
100000;256;98837
100000;256;98114
100000;256;98938
100000;256;95438
100000;256;103103
100000;256;100410
100000;256;115710
100000;256;107629
100000;256;93108
100000;256;96637
100000;256;93544
100000;256;103218
100000;256;103527
100000;256;103670
100000;256;97653
100000;256;98974
100000;256;105961
100000;256;104465
100000;256;92618
100000;256;87313
100000;256;93682
100000;256;99991
100000;256;92649
100000;256;109144
100000;256;104681
100000;256;94378
100000;256;88536
100000;256;108050
100000;256;91377
100000;256;100810
100000;256;103237
100000;256;103723
100000;256;108746
100000;256;106514
100000;256;87759
100000;256;100157
100000;256;90925
100000;256;95612
100000;256;94936
100000;256;95294
100000;256;109480
100000;256;110628
100000;256;100377
100000;256;95986
100000;256;99629
100000;256;93415
100000;256;94358
100000;256;100596
100000;256;96144
100000;256;93403
100000;256;89004
100000;256;94797
100000;256;114596
100000;256;88816
100000;256;96457
100000;256;106591
100000;256;94972
100000;256;102691
100000;256;95320
100000;256;97312
100000;256;94745
100000;256;90334
100000;256;96901
100000;256;109153
100000;256;109938
100000;256;109807
100000;256;104017
100000;256;105001
100000;256;105406
100000;256;105818
100000;256;112748
100000;256;90675
100000;256;101297
100000;256;101098
100000;256;92243
100000;256;103039
100000;256;99927
100000;256;95734
100000;256;104016
100000;256;103707
100000;256;94650
100000;256;103224
100000;256;89772
100000;256;94344
100000;256;90998
100000;256;101210
100000;256;107895
100000;256;94597
100000;256;112985
100000;256;100852
100000;256;104417
100000;256;108216
100000;256;102735
100000;256;95292
100000;256;100276
100000;256;91638
100000;256;108138
100000;256;91625
100000;256;108913
100000;256;104795
100000;256;104652
100000;256;98957
100000;256;102035
100000;256;102801
100000;256;97827
100000;256;92396
100000;256;113172
100000;256;110529
100000;256;104548
100000;256;98526
100000;256;96290
100000;256;106934
100000;256;102172
100000;256;102758
100000;256;94612
100000;256;96225
100000;256;98140
100000;256;92344
100000;256;100637
100000;256;100418
100000;256;92649
100000;256;85421
100000;256;95578
100000;256;104164
100000;256;106860
100000;256;98866
100000;256;112963
100000;256;105935
100000;256;107149
100000;256;93412
100000;256;91246
100000;256;104580
100000;256;108081
100000;256;101059
100000;256;93342
100000;256;95300
100000;256;100022
100000;256;91983
100000;256;94780
100000;256;101270
100000;256;88826
100000;256;97149
100000;256;89460
100000;256;101400
100000;256;99502
100000;256;99386
100000;256;100178
100000;256;110269
100000;256;101765
100000;256;97473
100000;256;89039
100000;256;96064
100000;256;95019
100000;256;105638
100000;256;93777
100000;256;122830
100000;256;100369
100000;256;98649
100000;256;104702
100000;256;102776
100000;256;103315
100000;256;94361
100000;256;97532
100000;256;103743
100000;256;88240
100000;256;97622
100000;256;106152
100000;256;90373
100000;256;98384
100000;256;111658
100000;256;116102
100000;256;102855
100000;256;97188
100000;256;98162
100000;256;102324
100000;256;103163
100000;256;101225
100000;256;90448
100000;256;96350
100000;256;120806
100000;256;107839
100000;256;104098
100000;256;103853
100000;256;98674
100000;256;95366
100000;256;103723
100000;256;99080
100000;256;97349
100000;256;108835
100000;256;102553
100000;256;97587
100000;256;92347
100000;256;96290
100000;256;105370
100000;256;91049
100000;256;97544
