N;M;Output
100000;512;95907
100000;512;97019
100000;512;99305
100000;512;103436
100000;512;100820
100000;512;103623
100000;512;101914
100000;512;99060
100000;512;101410
100000;512;103334
100000;512;107354
100000;512;98618
100000;512;90628
100000;512;98217
100000;512;99780
100000;512;102455
100000;512;94888
100000;512;98210
100000;512;94108
100000;512;104097
100000;512;92406
100000;512;103049
100000;512;105182
100000;512;102965
100000;512;93785
100000;512;106948
100000;512;108844
100000;512;98672
100000;512;104138
100000;512;103128
100000;512;103518
100000;512;104912
100000;512;101488
100000;512;92980
100000;512;107255
100000;512;95769
100000;512;101001
100000;512;103020
100000;512;103122
100000;512;95144
100000;512;101390
100000;512;94185
100000;512;104819
100000;512;98874
100000;512;101612
100000;512;105983
100000;512;101178
100000;512;97317
100000;512;93225
100000;512;101182
100000;512;102270
100000;512;102053
100000;512;105746
100000;512;107375
100000;512;104782
100000;512;101665
100000;512;102655
100000;512;109517
100000;512;98497
100000;512;94534
100000;512;112033
100000;512;110222
100000;512;97717
100000;512;94017
100000;512;104978
100000;512;100739
100000;512;94068
100000;512;97382
100000;512;104003
100000;512;92284
100000;512;107877
100000;512;95390
100000;512;105115
100000;512;94170
100000;512;99630
100000;512;107346
100000;512;94616
100000;512;101096
100000;512;103971
100000;512;107400
100000;512;102270
100000;512;96634
100000;512;99007
100000;512;99739
100000;512;101640
100000;512;110934
100000;512;98569
100000;512;107986
100000;512;93459
100000;512;100258
100000;512;101685
100000;512;99036
100000;512;101684
100000;512;96262
100000;512;96867
100000;512;98639
100000;512;102129
100000;512;106668
100000;512;93773
100000;512;102665
100000;512;103086
100000;512;102509
100000;512;102836
100000;512;101055
100000;512;103934
100000;512;97798
100000;512;102515
100000;512;97228
100000;512;97118
100000;512;97305
100000;512;99272
100000;512;107913
100000;512;90728
100000;512;102805
100000;512;99965
100000;512;99020
100000;512;94926
100000;512;93785
100000;512;104690
100000;512;105875
100000;512;96628
100000;512;102404
100000;512;107612
100000;512;103805
100000;512;98559
100000;512;102054
100000;512;104218
100000;512;94263
100000;512;106304
100000;512;94418
100000;512;97143
100000;512;97030
100000;512;97947
100000;512;96058
100000;512;97375
100000;512;94778
100000;512;99383
100000;512;105024
100000;512;99555
100000;512;100695
100000;512;102683
100000;512;102827
100000;512;99876
100000;512;98342
100000;512;101587
100000;512;90893
100000;512;99703
100000;512;94882
100000;512;97380
100000;512;113354
100000;512;100254
100000;512;90133
100000;512;104975
100000;512;98212
100000;512;105239
100000;512;100574
100000;512;97673
100000;512;101400
100000;512;99250
100000;512;98900
100000;512;96663
100000;512;100342
100000;512;103571
100000;512;104667
100000;512;98263
100000;512;106012
100000;512;104520
100000;512;91643
100000;512;97645
100000;512;96550
100000;512;100117
100000;512;104737
100000;512;104116
100000;512;107865
100000;512;95448
100000;512;101077
100000;512;97518
100000;512;92528
100000;512;97055
100000;512;91108
100000;512;103382
100000;512;91409
100000;512;100753
100000;512;97214
100000;512;104444
100000;512;106602
100000;512;95898
100000;512;103954
100000;512;100627
100000;512;99830
100000;512;101284
100000;512;96779
100000;512;106154
100000;512;95490
100000;512;106346
100000;512;91055
100000;512;101831
100000;512;102629
100000;512;95687
100000;512;106337
100000;512;96183
100000;512;108445
100000;512;92824
100000;512;104145
100000;512;95394
100000;512;102882
100000;512;93864
100000;512;95207
100000;512;102156
100000;512;107615
100000;512;102940
100000;512;96466
100000;512;95907
100000;512;90109
100000;512;101014
100000;512;100440
100000;512;105688
100000;512;101579
100000;512;103068
100000;512;103315
100000;512;96907
100000;512;103225
100000;512;104622
100000;512;102094
100000;512;93062
100000;512;99315
100000;512;102480
100000;512;98102
100000;512;98562
100000;512;95930
100000;512;95597
100000;512;92319
100000;512;100101
100000;512;101915
100000;512;106074
100000;512;93502
100000;512;99112
100000;512;96369
100000;512;98231
100000;512;93298
100000;512;96563
100000;512;101821
100000;512;101127
100000;512;103033
100000;512;100235
100000;512;95714
100000;512;98270
100000;512;100703
100000;512;106599
100000;512;93117
100000;512;96011
100000;512;102566
100000;512;101385
100000;512;101563
100000;512;106706
100000;512;102166
100000;512;108098
100000;512;94850
100000;512;104835
100000;512;98341
100000;512;101968
100000;512;107399
100000;512;101190
100000;512;106079
100000;512;104049
100000;512;104471
100000;512;94763
100000;512;100035
100000;512;98396
100000;512;106306
100000;512;107398
100000;512;101449
100000;512;104672
100000;512;102861
100000;512;98291
100000;512;92101
100000;512;91640
100000;512;92034
100000;512;96665
100000;512;104290
100000;512;101612
100000;512;103044
100000;512;98094
100000;512;101385
100000;512;102564
100000;512;101599
100000;512;99997
100000;512;100930
100000;512;107832
100000;512;100546
100000;512;104519
100000;512;100532
100000;512;90410
100000;512;96923
100000;512;103056
100000;512;98455
100000;512;101477
100000;512;108419
100000;512;98978
100000;512;104213
100000;512;102625
100000;512;107717
100000;512;108834
100000;512;101087
100000;512;96684
100000;512;103883
100000;512;102845
100000;512;104410
100000;512;96613
100000;512;88228
100000;512;96026
100000;512;104415
100000;512;102995
100000;512;100307
100000;512;98437
100000;512;100307
100000;512;107573
100000;512;97094
100000;512;96872
100000;512;99813
100000;512;97389
100000;512;94292
100000;512;95946
100000;512;95240
100000;512;95158
100000;512;95798
100000;512;90019
100000;512;99734
100000;512;98332
100000;512;96704
100000;512;102359
100000;512;95579
100000;512;96360
100000;512;98170
100000;512;94522
100000;512;101230
100000;512;102227
100000;512;96491
100000;512;97616
100000;512;103215
100000;512;100284
100000;512;102567
100000;512;97240
100000;512;102790
100000;512;96219
100000;512;90975
100000;512;97830
100000;512;102444
100000;512;102674
100000;512;95852
100000;512;98912
100000;512;112519
100000;512;102450
100000;512;101100
100000;512;98091
100000;512;98381
100000;512;91854
100000;512;101228
100000;512;101954
100000;512;98283
100000;512;99366
100000;512;99468
100000;512;96311
100000;512;97288
100000;512;94347
100000;512;97100
100000;512;105059
100000;512;98659
100000;512;97329
100000;512;98970
100000;512;105311
100000;512;102387
100000;512;102858
100000;512;99921
100000;512;96621
100000;512;98607
100000;512;99382
100000;512;97611
100000;512;104434
100000;512;93087
100000;512;97445
100000;512;96180
100000;512;99220
100000;512;101849
100000;512;103367
100000;512;105102
100000;512;100648
100000;512;101067
100000;512;106787
100000;512;97689
100000;512;100053
100000;512;104198
100000;512;99360
100000;512;98425
100000;512;104189
100000;512;98524
100000;512;103337
100000;512;103359
100000;512;106724
100000;512;101809
100000;512;95903
100000;512;97540
100000;512;96405
100000;512;97726
100000;512;109540
100000;512;104434
100000;512;101449
100000;512;99299
100000;512;98605
100000;512;99975
100000;512;100716
100000;512;99137
100000;512;96015
100000;512;97812
100000;512;100283
100000;512;97504
100000;512;98785
100000;512;101461
100000;512;98698
100000;512;104908
100000;512;103367
100000;512;97258
100000;512;99735
100000;512;101008
100000;512;105412
100000;512;110066
100000;512;103567
100000;512;98497
100000;512;94471
100000;512;99948
100000;512;93860
100000;512;100380
100000;512;106694
100000;512;94785
100000;512;101441
100000;512;109458
100000;512;95808
100000;512;99428
100000;512;97298
100000;512;101702
100000;512;108866
100000;512;95486
100000;512;101624
100000;512;99669
100000;512;100654
100000;512;98261
100000;512;96452
100000;512;103340
100000;512;98357
100000;512;110844
100000;512;101296
100000;512;97750
100000;512;102227
100000;512;102264
100000;512;95728
100000;512;91475
100000;512;100393
100000;512;92738
100000;512;98539
100000;512;104790
100000;512;104077
100000;512;101745
100000;512;96296
100000;512;96361
100000;512;99531
100000;512;95834
100000;512;101332
100000;512;95647
100000;512;98027
100000;512;105178
100000;512;94899
100000;512;101186
100000;512;104710
100000;512;106078
100000;512;96112
100000;512;100321
100000;512;100787
100000;512;97361
100000;512;103638
100000;512;99068
100000;512;100684
100000;512;103390
100000;512;100687
100000;512;95792
100000;512;106759
100000;512;100328
100000;512;106646
100000;512;98985
100000;512;99440
100000;512;89274
100000;512;102523
100000;512;97585
100000;512;103598
100000;512;105798
100000;512;98419
100000;512;97653
100000;512;95053
100000;512;102221
100000;512;97634
100000;512;100650
100000;512;94210
100000;512;107823
100000;512;91344
100000;512;99448
100000;512;94724
100000;512;95661
100000;512;95417
100000;512;97475
100000;512;100733
100000;512;101006
100000;512;100168
100000;512;98903
100000;512;86682
100000;512;91669
100000;512;104643
100000;512;95152
100000;512;95690
100000;512;94247
100000;512;98176
100000;512;97133
100000;512;104353
100000;512;95839
100000;512;98808
100000;512;100637
100000;512;96619
100000;512;89031
100000;512;100600
100000;512;101413
100000;512;100598
100000;512;102347
100000;512;98217
100000;512;97387
100000;512;104040
100000;512;92595
100000;512;95837
100000;512;97184
100000;512;96562
100000;512;94771
100000;512;100921
100000;512;110310
100000;512;96082
100000;512;104202
100000;512;113025
100000;512;98215
100000;512;101017
100000;512;95035
100000;512;103910
100000;512;105196
100000;512;103963
100000;512;102569
100000;512;103211
100000;512;102325
100000;512;101099
100000;512;95602
100000;512;101130
100000;512;99275
100000;512;100562
100000;512;96120
100000;512;91279
100000;512;100698
100000;512;94139
100000;512;97974
100000;512;104596
100000;512;107313
100000;512;88817
100000;512;95538
100000;512;108328
100000;512;94958
100000;512;101507
100000;512;104457
100000;512;102407
100000;512;107891
100000;512;93000
100000;512;95961
100000;512;104892
100000;512;97674
100000;512;97214
100000;512;99097
100000;512;103831
100000;512;98748
100000;512;97152
100000;512;100603
100000;512;103089
100000;512;99533
100000;512;97562
100000;512;102087
100000;512;103232
100000;512;105615
100000;512;99170
100000;512;95064
100000;512;93531
100000;512;105430
100000;512;103337
100000;512;96455
100000;512;97154
100000;512;102691
100000;512;102219
100000;512;98067
100000;512;99144
100000;512;104269
100000;512;101415
100000;512;96419
100000;512;99212
100000;512;96807
100000;512;96515
100000;512;105057
100000;512;97103
100000;512;107546
100000;512;108194
100000;512;105370
100000;512;106436
