N;M;Output
100000;1024;100244
100000;1024;100070
100000;1024;93056
100000;1024;100858
100000;1024;102084
100000;1024;104865
100000;1024;99843
100000;1024;102280
100000;1024;101867
100000;1024;97104
100000;1024;98358
100000;1024;102172
100000;1024;106149
100000;1024;102683
100000;1024;102395
100000;1024;94604
100000;1024;104048
100000;1024;101828
100000;1024;103488
100000;1024;97653
100000;1024;96884
100000;1024;102123
100000;1024;98085
100000;1024;103846
100000;1024;100817
100000;1024;99276
100000;1024;102686
100000;1024;104034
100000;1024;101867
100000;1024;98131
100000;1024;91775
100000;1024;101588
100000;1024;101764
100000;1024;95044
100000;1024;96432
100000;1024;100504
100000;1024;98702
100000;1024;98289
100000;1024;97370
100000;1024;99066
100000;1024;94914
100000;1024;101880
100000;1024;103857
100000;1024;101568
100000;1024;96688
100000;1024;93317
100000;1024;98072
100000;1024;100022
100000;1024;94744
100000;1024;103158
100000;1024;99570
100000;1024;96250
100000;1024;105997
100000;1024;101524
100000;1024;101336
100000;1024;101508
100000;1024;105254
100000;1024;102560
100000;1024;105675
100000;1024;104485
100000;1024;99707
100000;1024;99161
100000;1024;95704
100000;1024;99386
100000;1024;97823
100000;1024;100026
100000;1024;102330
100000;1024;98416
100000;1024;101703
100000;1024;99617
100000;1024;99687
100000;1024;102579
100000;1024;106469
100000;1024;100079
100000;1024;98402
100000;1024;96285
100000;1024;100050
100000;1024;100417
100000;1024;102665
100000;1024;97330
100000;1024;102278
100000;1024;95460
100000;1024;99281
100000;1024;99437
100000;1024;98148
100000;1024;96460
100000;1024;100792
100000;1024;97670
100000;1024;97917
100000;1024;96651
100000;1024;102004
100000;1024;102667
100000;1024;102402
100000;1024;100938
100000;1024;100474
100000;1024;102888
100000;1024;96603
100000;1024;98160
100000;1024;93895
100000;1024;100390
100000;1024;99885
100000;1024;95299
100000;1024;100405
100000;1024;103179
100000;1024;103258
100000;1024;97142
100000;1024;97890
100000;1024;99545
100000;1024;101034
100000;1024;100775
100000;1024;94447
100000;1024;102364
100000;1024;96900
100000;1024;105055
100000;1024;96224
100000;1024;99180
100000;1024;99151
100000;1024;102517
100000;1024;95018
100000;1024;96388
100000;1024;99104
100000;1024;101642
100000;1024;97671
100000;1024;99118
100000;1024;99298
100000;1024;97424
100000;1024;101626
100000;1024;95863
100000;1024;97328
100000;1024;103673
100000;1024;99571
100000;1024;100571
100000;1024;96187
100000;1024;99699
100000;1024;106333
100000;1024;99996
100000;1024;106875
100000;1024;100063
100000;1024;96182
100000;1024;102308
100000;1024;93201
100000;1024;102659
100000;1024;97187
100000;1024;99792
100000;1024;97881
100000;1024;101192
100000;1024;100933
100000;1024;96361
100000;1024;98392
100000;1024;102760
100000;1024;93886
100000;1024;105343
100000;1024;97143
100000;1024;100343
100000;1024;104618
100000;1024;101243
100000;1024;111645
100000;1024;102613
100000;1024;99954
100000;1024;101708
100000;1024;95928
100000;1024;98712
100000;1024;96573
100000;1024;101338
100000;1024;102303
100000;1024;103825
100000;1024;97715
100000;1024;102612
100000;1024;101218
100000;1024;100262
100000;1024;103881
100000;1024;103431
100000;1024;100225
100000;1024;100928
100000;1024;100672
100000;1024;105588
100000;1024;102480
100000;1024;96352
100000;1024;96385
100000;1024;99107
100000;1024;102187
100000;1024;99118
100000;1024;103066
100000;1024;97690
100000;1024;98512
100000;1024;100077
100000;1024;104257
100000;1024;101502
100000;1024;105439
100000;1024;98396
100000;1024;98502
100000;1024;99623
100000;1024;96601
100000;1024;102994
100000;1024;99494
100000;1024;99806
100000;1024;101310
100000;1024;99017
100000;1024;102268
100000;1024;98800
100000;1024;99805
100000;1024;100202
100000;1024;99445
100000;1024;102005
100000;1024;93204
100000;1024;97805
100000;1024;102088
100000;1024;100854
100000;1024;102533
100000;1024;104288
100000;1024;95415
100000;1024;99579
100000;1024;96492
100000;1024;100577
100000;1024;97380
100000;1024;97671
100000;1024;99256
100000;1024;104673
100000;1024;100770
100000;1024;99019
100000;1024;95280
100000;1024;98773
100000;1024;97924
100000;1024;102235
100000;1024;99215
100000;1024;99976
100000;1024;97253
100000;1024;97589
100000;1024;100468
100000;1024;99089
100000;1024;100307
100000;1024;100244
100000;1024;101214
100000;1024;100794
100000;1024;95564
100000;1024;95355
100000;1024;103372
100000;1024;104609
100000;1024;96046
100000;1024;101070
100000;1024;98368
100000;1024;99547
100000;1024;102940
100000;1024;106463
100000;1024;99435
100000;1024;107816
100000;1024;100330
100000;1024;97199
100000;1024;102374
100000;1024;97775
100000;1024;96944
100000;1024;102198
100000;1024;98758
100000;1024;99861
100000;1024;97231
100000;1024;98235
100000;1024;98081
100000;1024;98588
100000;1024;102367
100000;1024;101698
100000;1024;98753
100000;1024;99639
100000;1024;102066
100000;1024;97911
100000;1024;97613
100000;1024;99094
100000;1024;99642
100000;1024;102979
100000;1024;99261
100000;1024;105881
100000;1024;94148
100000;1024;96609
100000;1024;96393
100000;1024;99326
100000;1024;97896
100000;1024;104065
100000;1024;100205
100000;1024;99330
100000;1024;98930
100000;1024;100689
100000;1024;98897
100000;1024;103030
100000;1024;104868
100000;1024;100975
100000;1024;97271
100000;1024;104597
100000;1024;96837
100000;1024;98793
100000;1024;101816
100000;1024;102506
100000;1024;98013
100000;1024;107005
100000;1024;100886
100000;1024;103724
100000;1024;100358
100000;1024;94839
100000;1024;98645
100000;1024;101872
100000;1024;104812
100000;1024;100502
100000;1024;99795
100000;1024;97961
100000;1024;99672
100000;1024;96641
100000;1024;101460
100000;1024;102753
100000;1024;103174
100000;1024;104462
100000;1024;101296
100000;1024;97176
100000;1024;101719
100000;1024;108609
100000;1024;97657
100000;1024;98960
100000;1024;96214
100000;1024;96671
100000;1024;98205
100000;1024;99675
100000;1024;98652
100000;1024;99115
100000;1024;93943
100000;1024;99112
100000;1024;97405
100000;1024;101511
100000;1024;97098
100000;1024;97568
100000;1024;99739
100000;1024;100613
100000;1024;99412
100000;1024;103733
100000;1024;101815
100000;1024;104247
100000;1024;93320
100000;1024;103956
100000;1024;103877
100000;1024;103488
100000;1024;102144
100000;1024;96683
100000;1024;104809
100000;1024;98927
100000;1024;107900
100000;1024;102811
100000;1024;100144
100000;1024;95630
100000;1024;96458
100000;1024;96040
100000;1024;107241
100000;1024;99274
100000;1024;96656
100000;1024;104104
100000;1024;101670
100000;1024;100633
100000;1024;106198
100000;1024;97568
100000;1024;96546
100000;1024;96580
100000;1024;101834
100000;1024;99832
100000;1024;98176
100000;1024;97763
100000;1024;104847
100000;1024;95357
100000;1024;101057
100000;1024;105007
100000;1024;98790
100000;1024;99252
100000;1024;102871
100000;1024;104396
100000;1024;96219
100000;1024;102165
100000;1024;106438
100000;1024;106781
100000;1024;101685
100000;1024;93155
100000;1024;102862
100000;1024;95672
100000;1024;95677
100000;1024;96993
100000;1024;103358
100000;1024;101119
100000;1024;98434
100000;1024;104031
100000;1024;93719
100000;1024;98824
100000;1024;98527
100000;1024;96715
100000;1024;99041
100000;1024;97975
100000;1024;95994
100000;1024;98938
100000;1024;104994
100000;1024;93377
100000;1024;104805
100000;1024;100601
100000;1024;98538
100000;1024;101223
100000;1024;94665
100000;1024;101301
100000;1024;101950
100000;1024;101366
100000;1024;100403
100000;1024;100631
100000;1024;102562
100000;1024;99515
100000;1024;100846
100000;1024;100943
100000;1024;103300
100000;1024;97365
100000;1024;94452
100000;1024;99460
100000;1024;94166
100000;1024;100818
100000;1024;102891
100000;1024;100847
100000;1024;97810
100000;1024;102655
100000;1024;102191
100000;1024;103310
100000;1024;94186
100000;1024;100319
100000;1024;100221
100000;1024;94857
100000;1024;98287
100000;1024;102191
100000;1024;104455
100000;1024;100338
100000;1024;105097
100000;1024;97887
100000;1024;98625
100000;1024;98465
100000;1024;99665
100000;1024;98657
100000;1024;100914
100000;1024;101507
100000;1024;99612
100000;1024;104901
100000;1024;95818
100000;1024;96159
100000;1024;101491
100000;1024;100011
100000;1024;102233
100000;1024;99515
100000;1024;98113
100000;1024;103751
100000;1024;100509
100000;1024;106536
100000;1024;96527
100000;1024;101900
100000;1024;97815
100000;1024;100142
100000;1024;100647
100000;1024;95764
100000;1024;105096
100000;1024;98914
100000;1024;93436
100000;1024;96646
100000;1024;93472
100000;1024;100161
100000;1024;96660
100000;1024;105053
100000;1024;99407
100000;1024;106430
100000;1024;99648
100000;1024;100929
100000;1024;97579
100000;1024;98829
100000;1024;96982
100000;1024;99868
100000;1024;103714
100000;1024;100703
100000;1024;98302
100000;1024;99225
100000;1024;97577
100000;1024;97629
100000;1024;97798
100000;1024;105138
100000;1024;99877
100000;1024;101414
100000;1024;99910
100000;1024;104952
100000;1024;100669
100000;1024;99465
100000;1024;98550
100000;1024;102938
100000;1024;96114
100000;1024;100810
100000;1024;96924
100000;1024;97573
100000;1024;97942
100000;1024;97790
100000;1024;101503
100000;1024;100604
100000;1024;107294
100000;1024;99165
100000;1024;97075
100000;1024;101153
100000;1024;101471
100000;1024;96743
100000;1024;100654
100000;1024;97856
100000;1024;101479
100000;1024;96698
100000;1024;102433
100000;1024;95411
100000;1024;103954
100000;1024;98796
100000;1024;97573
100000;1024;102643
100000;1024;99869
100000;1024;102853
100000;1024;101992
100000;1024;98799
100000;1024;96317
100000;1024;99676
100000;1024;98263
100000;1024;104119
100000;1024;98489
100000;1024;100529
100000;1024;98663
100000;1024;99617
100000;1024;103117
100000;1024;92924
100000;1024;99870
100000;1024;99507
100000;1024;99349
100000;1024;94677
100000;1024;107155
100000;1024;96609
100000;1024;98262
100000;1024;97773
100000;1024;97414
100000;1024;94537
100000;1024;99234
100000;1024;101866
100000;1024;97901
100000;1024;99063
100000;1024;96193
100000;1024;108068
100000;1024;106859
100000;1024;101763
100000;1024;99638
100000;1024;101785
100000;1024;96814
100000;1024;92870
100000;1024;105127
100000;1024;94982
100000;1024;100088
100000;1024;99064
100000;1024;101885
100000;1024;109258
100000;1024;97495
100000;1024;101970
100000;1024;101011
100000;1024;101118
100000;1024;101323
100000;1024;100695
100000;1024;101536
100000;1024;100186
100000;1024;99795
100000;1024;98747
100000;1024;99307
100000;1024;99228
100000;1024;97507
100000;1024;96581
100000;1024;100492
100000;1024;98849
100000;1024;101071
100000;1024;99690
100000;1024;102701
100000;1024;100052
100000;1024;99595
100000;1024;94571
100000;1024;98209
100000;1024;95172
100000;1024;100965
100000;1024;96704
100000;1024;99871
100000;1024;98896
100000;1024;97097
100000;1024;101101
100000;1024;100387
100000;1024;101530
100000;1024;104005
100000;1024;103683
100000;1024;101187
100000;1024;101103
100000;1024;103293
100000;1024;100456
100000;1024;105259
100000;1024;97772
100000;1024;99996
100000;1024;99061
100000;1024;99236
100000;1024;95097
100000;1024;101328
100000;1024;94145
100000;1024;104502
100000;1024;100225
100000;1024;101244
100000;1024;103930
100000;1024;99444
100000;1024;102191
100000;1024;101320
100000;1024;95653
100000;1024;103206
100000;1024;97832
100000;1024;99642
100000;1024;106514
100000;1024;104433
100000;1024;100782
100000;1024;98809
100000;1024;101253
100000;1024;98828
100000;1024;104402
100000;1024;99181
100000;1024;96815
100000;1024;95080
100000;1024;94591
100000;1024;103632
100000;1024;97617
100000;1024;102847
100000;1024;100965
100000;1024;103760
100000;1024;96484
100000;1024;102069
100000;1024;98658
100000;1024;102893
100000;1024;102563
100000;1024;93088
100000;1024;97269
100000;1024;97804
100000;1024;100289
100000;1024;99278
100000;1024;99897
100000;1024;102731
100000;1024;105399
100000;1024;96915
100000;1024;98257
100000;1024;107163
100000;1024;101517
100000;1024;97562
100000;1024;98341
100000;1024;101555
100000;1024;106364
100000;1024;98548
100000;1024;99117
100000;1024;101841
100000;1024;101781
100000;1024;104273
100000;1024;97905
100000;1024;94625
100000;1024;96418
100000;1024;101213
100000;1024;98502
100000;1024;95307
100000;1024;101234
100000;1024;104180
100000;1024;100422
100000;1024;98595
100000;1024;102105
100000;1024;91945
100000;1024;100037
100000;1024;99443
100000;1024;102114
100000;1024;107115
100000;1024;100095
100000;1024;101117
100000;1024;97602
100000;1024;102688
100000;1024;96203
100000;1024;99230
100000;1024;99182
100000;1024;101464
100000;1024;102270
100000;1024;95890
100000;1024;98508
100000;1024;104891
100000;1024;101040
100000;1024;100938
100000;1024;100381
100000;1024;98309
100000;1024;100950
100000;1024;102017
100000;1024;101247
100000;1024;96230
100000;1024;96191
100000;1024;97383
100000;1024;99991
100000;1024;99975
100000;1024;102433
100000;1024;100018
100000;1024;95311
100000;1024;99363
100000;1024;95278
100000;1024;101292
