N;m;output
1000;64;1054
1000;64;1001
1000;64;993
1000;64;919
1000;64;892
1000;64;939
1000;64;973
1000;64;900
1000;64;1044
1000;64;1044
1000;128;1089
1000;128;1124
1000;128;970
1000;128;1051
1000;128;858
1000;128;986
1000;128;959
1000;128;1089
1000;128;894
1000;128;1061
1000;516;1023
1000;516;968
1000;516;1045
1000;516;942
1000;516;1045
1000;516;968
1000;516;995
1000;516;1030
1000;516;988
1000;516;974
