N;M;Output
10000;64;9969
10000;64;8287
10000;64;8773
10000;64;8392
10000;64;9749
10000;64;7968
10000;64;10294
10000;64;8549
10000;64;10799
10000;64;10331
10000;64;10868
10000;64;9620
10000;64;9593
10000;64;10240
10000;64;9792
10000;64;8644
10000;64;8345
10000;64;10072
10000;64;9734
10000;64;12893
10000;64;10202
10000;64;9555
10000;64;9286
10000;64;8886
10000;64;10500
10000;64;9050
10000;64;9520
10000;64;10336
10000;64;9837
10000;64;10685
10000;64;10162
10000;64;13838
10000;64;11288
10000;64;9881
10000;64;8184
10000;64;10642
10000;64;8443
10000;64;9585
10000;64;8879
10000;64;9785
10000;64;7871
10000;64;11406
10000;64;12844
10000;64;10917
10000;64;10761
10000;64;10299
10000;64;8549
10000;64;12560
10000;64;9196
10000;64;9165
10000;64;9823
10000;64;9620
10000;64;11420
10000;64;14222
10000;64;9637
10000;64;10463
10000;64;8431
10000;64;8901
10000;64;9654
10000;64;9833
10000;64;9130
10000;64;10989
10000;64;9942
10000;64;10298
10000;64;9516
10000;64;9221
10000;64;7511
10000;64;9667
10000;64;11954
10000;64;12171
10000;64;11012
10000;64;11044
10000;64;7855
10000;64;11797
10000;64;9112
10000;64;10352
10000;64;12576
10000;64;11903
10000;64;12868
10000;64;10348
10000;64;8436
10000;64;10081
10000;64;8371
10000;64;9002
10000;64;8378
10000;64;8044
10000;64;11395
10000;64;10104
10000;64;10796
10000;64;11091
10000;64;10289
10000;64;10382
10000;64;8941
10000;64;9056
10000;64;12190
10000;64;11882
10000;64;9424
10000;64;8322
10000;64;12513
10000;64;11117
10000;64;9938
10000;64;9188
10000;64;9628
10000;64;8250
10000;64;9550
10000;64;8718
10000;64;8095
10000;64;8806
10000;64;11918
10000;64;9258
10000;64;8321
10000;64;9121
10000;64;8758
10000;64;10943
10000;64;8080
10000;64;8314
10000;64;10325
10000;64;8866
10000;64;9267
10000;64;9379
10000;64;9497
10000;64;10386
10000;64;11034
10000;64;10300
10000;64;9411
10000;64;8041
10000;64;9182
10000;64;10543
10000;64;9904
10000;64;9732
10000;64;8984
10000;64;8234
10000;64;9252
10000;64;10711
10000;64;11043
10000;64;8664
10000;64;10676
10000;64;8861
10000;64;12765
10000;64;10274
10000;64;11780
10000;64;9675
10000;64;10389
10000;64;7844
10000;64;10277
10000;64;9728
10000;64;11671
10000;64;10173
10000;64;10503
10000;64;13902
10000;64;9632
10000;64;8299
10000;64;11119
10000;64;7316
10000;64;9499
10000;64;9400
10000;64;7915
10000;64;11517
10000;64;8946
10000;64;11268
10000;64;9168
10000;64;9691
10000;64;10320
10000;64;12166
10000;64;8846
10000;64;11256
10000;64;8686
10000;64;7580
10000;64;11443
10000;64;8693
10000;64;10711
10000;64;11662
10000;64;8742
10000;64;9675
10000;64;10070
10000;64;13349
10000;64;10782
10000;64;8744
10000;64;8363
10000;64;9597
10000;64;9933
10000;64;9068
10000;64;10587
10000;64;9996
10000;64;10668
10000;64;9724
10000;64;10995
10000;64;9538
10000;64;9297
10000;64;8995
10000;64;8664
10000;64;10850
10000;64;8659
10000;64;10845
10000;64;10321
10000;64;9119
10000;64;9752
10000;64;9797
10000;64;12046
10000;64;9094
10000;64;8954
10000;64;11325
10000;64;9716
10000;64;10784
10000;64;9695
10000;64;9330
10000;64;8406
10000;64;11153
10000;64;12343
10000;64;9803
10000;64;9288
10000;64;7175
10000;64;9556
10000;64;10248
10000;64;10709
10000;64;8826
10000;64;9299
10000;64;9683
10000;64;12332
10000;64;11120
10000;64;10580
10000;64;13311
10000;64;8152
10000;64;8307
10000;64;9201
10000;64;12441
10000;64;11445
10000;64;9831
10000;64;9863
10000;64;9309
10000;64;9773
10000;64;9144
10000;64;14325
10000;64;10602
10000;64;10547
10000;64;8071
10000;64;11248
10000;64;9501
10000;64;12455
10000;64;12586
10000;64;11695
10000;64;9983
10000;64;11227
10000;64;8281
10000;64;10430
10000;64;12667
10000;64;9310
10000;64;10729
10000;64;10557
10000;64;9699
10000;64;6859
10000;64;11875
10000;64;9337
10000;64;12451
10000;64;10578
10000;64;8988
10000;64;11845
10000;64;9806
10000;64;9996
10000;64;9768
10000;64;9730
10000;64;11104
10000;64;9600
10000;64;10149
10000;64;9919
10000;64;11952
10000;64;9044
10000;64;9031
10000;64;9746
10000;64;9738
10000;64;9074
10000;64;11579
10000;64;9878
10000;64;11876
10000;64;10903
10000;64;11101
10000;64;12509
10000;64;10297
10000;64;9809
10000;64;9405
10000;64;11078
10000;64;10115
10000;64;11611
10000;64;10265
10000;64;9858
10000;64;9437
10000;64;8848
10000;64;8711
10000;64;8686
10000;64;9856
10000;64;9875
10000;64;8708
10000;64;8549
10000;64;8934
10000;64;10513
10000;64;9207
10000;64;8815
10000;64;10620
10000;64;10467
10000;64;10089
10000;64;10502
10000;64;10319
10000;64;9359
10000;64;10218
10000;64;9103
10000;64;10317
10000;64;10499
10000;64;9898
10000;64;9254
10000;64;13718
10000;64;8183
10000;64;8746
10000;64;8789
10000;64;8894
10000;64;11272
10000;64;7771
10000;64;8016
10000;64;8290
10000;64;11537
10000;64;12042
10000;64;11448
10000;64;9623
10000;64;9823
10000;64;9429
10000;64;9804
10000;64;14077
10000;64;10257
10000;64;12630
10000;64;9341
10000;64;9835
10000;64;11857
10000;64;9998
10000;64;10173
10000;64;9221
10000;64;11334
10000;64;8689
10000;64;8776
10000;64;9446
10000;64;10923
10000;64;10514
10000;64;10627
10000;64;10059
10000;64;8520
10000;64;13782
10000;64;8591
10000;64;8867
10000;64;7594
10000;64;9399
10000;64;10351
10000;64;12001
10000;64;8896
10000;64;10305
10000;64;10945
10000;64;9062
10000;64;13201
10000;64;9620
10000;64;8011
10000;64;8518
10000;64;11154
10000;64;12345
10000;64;9319
10000;64;8877
10000;64;10127
10000;64;9017
10000;64;7554
10000;64;8467
10000;64;7894
10000;64;7935
10000;64;10918
10000;64;8397
10000;64;10425
10000;64;10945
10000;64;11414
10000;64;8932
10000;64;9730
10000;64;11407
10000;64;10039
10000;64;10028
10000;64;10828
10000;64;9938
10000;64;9628
10000;64;9933
10000;64;8348
10000;64;7994
10000;64;8478
10000;64;8941
10000;64;7876
10000;64;10126
10000;64;9135
10000;64;9897
10000;64;9925
10000;64;11788
10000;64;8683
10000;64;11964
10000;64;9463
10000;64;11921
10000;64;6826
10000;64;8731
10000;64;10134
10000;64;10744
10000;64;11228
10000;64;10042
10000;64;11299
10000;64;9526
10000;64;11376
10000;64;8491
10000;64;7910
10000;64;10173
10000;64;10616
10000;64;9072
10000;64;9680
10000;64;10516
10000;64;10166
10000;64;9696
10000;64;9036
10000;64;12270
10000;64;8626
10000;64;10507
10000;64;10085
10000;64;8760
10000;64;10436
10000;64;9753
10000;64;10347
10000;64;10093
10000;64;7718
10000;64;10457
10000;64;7775
10000;64;11300
10000;64;7927
10000;64;10721
10000;64;8763
10000;64;11242
10000;64;7890
10000;64;9781
10000;64;9934
10000;64;11091
10000;64;11205
10000;64;8648
10000;64;7075
10000;64;9421
10000;64;8082
10000;64;11744
10000;64;10059
10000;64;9585
10000;64;7945
10000;64;9804
10000;64;9002
10000;64;8509
10000;64;11395
10000;64;9632
10000;64;7857
10000;64;10254
10000;64;8817
10000;64;10085
10000;64;10087
10000;64;8471
10000;64;8882
10000;64;8799
10000;64;9232
10000;64;9829
10000;64;9835
10000;64;10625
10000;64;9118
10000;64;9526
10000;64;11772
10000;64;7686
10000;64;10443
10000;64;9923
10000;64;11006
10000;64;8281
10000;64;9902
10000;64;9806
10000;64;11261
10000;64;10546
10000;64;11997
10000;64;9641
10000;64;10464
10000;64;7962
10000;64;10686
10000;64;11303
10000;64;7527
10000;64;7768
10000;64;10458
10000;64;9104
10000;64;9192
10000;64;7842
10000;64;11277
10000;64;8701
10000;64;11207
10000;64;8971
10000;64;9734
10000;64;10088
10000;64;10171
10000;64;9321
10000;64;12162
10000;64;8578
10000;64;9792
10000;64;8835
10000;64;10643
10000;64;10003
10000;64;10352
10000;64;11966
10000;64;10389
10000;64;11213
10000;64;7158
10000;64;10473
10000;64;8302
10000;64;8566
10000;64;10684
10000;64;9728
10000;64;7730
10000;64;11162
10000;64;10167
10000;64;11143
10000;64;9978
10000;64;9225
10000;64;9168
10000;64;11038
10000;64;10678
10000;64;11655
10000;64;8858
10000;64;9626
10000;64;9871
10000;64;9576
10000;64;9990
10000;64;9383
10000;64;9591
10000;64;7584
10000;64;10848
10000;64;9268
10000;64;9585
10000;64;9995
10000;64;8943
10000;64;11171
10000;64;9780
10000;64;11447
10000;64;8887
10000;64;9060
10000;64;9975
10000;64;10570
10000;64;10610
10000;64;9523
10000;64;11119
10000;64;10289
10000;64;10102
10000;64;8300
10000;64;9798
10000;64;8978
10000;64;8823
10000;64;8697
10000;64;8135
10000;64;8811
10000;64;9344
10000;64;12795
10000;64;10102
10000;64;8759
10000;64;12606
10000;64;7936
10000;64;8612
10000;64;10953
10000;64;10739
10000;64;8148
10000;64;11425
10000;64;9425
10000;64;8734
10000;64;10043
10000;64;7975
10000;64;6915
10000;64;9498
10000;64;9554
10000;64;10473
10000;64;9772
10000;64;10008
10000;64;10619
10000;64;8611
10000;64;10667
10000;64;9165
10000;64;7808
10000;64;11966
10000;64;8362
10000;64;9153
10000;64;9971
10000;64;11897
10000;64;11140
10000;64;12919
10000;64;10097
10000;64;10015
10000;64;9329
10000;64;9573
10000;64;9165
10000;64;10496
10000;64;10406
10000;64;11211
10000;64;9179
10000;64;9630
10000;64;11317
10000;64;11088
10000;64;9381
10000;64;9326
10000;64;11004
10000;64;10413
10000;64;9975
10000;64;8967
10000;64;8512
10000;64;12319
10000;64;10452
10000;64;9736
10000;64;8427
10000;64;9219
10000;64;12191
10000;64;10451
10000;64;9322
10000;64;9460
10000;64;10322
10000;64;9736
10000;64;8744
10000;64;10795
10000;64;8871
10000;64;10647
10000;64;11209
10000;64;10402
10000;64;10828
10000;64;9736
10000;64;10738
10000;64;11224
10000;64;8655
10000;64;9145
10000;64;10254
10000;64;11929
10000;64;9845
10000;64;8327
10000;64;9828
10000;64;11202
10000;64;8191
10000;64;9909
10000;64;9857
10000;64;9163
10000;64;10457
10000;64;8892
10000;64;10452
10000;64;9150
10000;64;9275
10000;64;10489
10000;64;11062
10000;64;8428
10000;64;10166
10000;64;10316
10000;64;11079
10000;64;9588
10000;64;10042
10000;64;10399
10000;64;11280
10000;64;11162
10000;64;9750
10000;64;10479
10000;64;8914
10000;64;10072
10000;64;9200
10000;64;11088
10000;64;10418
10000;64;10847
10000;64;13862
10000;64;9825
10000;64;9718
10000;64;9103
10000;64;9857
10000;64;9180
10000;64;9572
10000;64;11459
10000;64;9264
10000;64;9214
10000;64;7865
10000;64;9892
10000;64;8554
10000;64;10546
10000;64;10389
10000;64;11055
10000;64;8964
10000;64;9738
10000;64;9402
10000;64;11131
10000;64;8476
10000;64;12002
10000;64;9589
10000;64;10668
10000;64;12029
10000;64;10432
10000;64;10872
10000;64;10343
10000;64;8831
10000;64;9670
10000;64;10152
10000;64;10587
10000;64;8204
10000;64;9831
10000;64;13144
10000;64;8772
10000;64;9801
10000;64;11906
10000;64;10044
10000;64;9909
10000;64;9212
10000;64;11534
10000;64;9599
10000;64;9931
10000;64;10045
10000;64;8386
10000;64;10581
10000;64;7947
10000;64;7097
10000;64;8574
10000;64;10625
10000;64;9808
10000;64;9974
10000;64;8119
10000;64;7946
10000;64;11033
10000;64;9618
10000;64;8826
10000;64;9916
10000;64;12152
10000;64;10113
10000;64;11537
10000;64;8993
10000;64;10017
10000;64;9505
10000;64;9250
10000;64;10867
10000;64;9678
10000;64;8799
10000;64;8152
10000;64;9301
10000;64;8003
10000;64;10349
10000;64;8072
10000;64;11114
10000;64;8968
10000;64;12500
10000;64;8851
10000;64;8952
10000;64;9420
10000;64;12294
10000;64;11768
10000;64;9089
10000;64;8424
10000;64;11897
10000;64;9566
10000;64;9712
10000;64;8708
10000;64;9626
10000;64;10145
10000;64;11823
10000;64;10941
10000;64;11243
10000;64;10258
10000;64;11041
10000;64;9516
10000;64;9088
10000;64;12377
10000;64;9370
10000;64;9596
10000;64;10943
10000;64;13226
10000;64;8773
10000;64;9998
10000;64;9020
10000;64;8040
10000;64;8946
10000;64;7600
10000;64;8623
10000;64;10701
10000;64;9706
10000;64;8380
10000;64;10621
10000;64;11469
10000;64;7745
10000;64;9089
10000;64;11531
10000;64;10343
10000;64;10918
10000;64;10034
10000;64;9929
10000;64;9774
10000;64;12994
10000;64;8997
10000;64;7945
10000;64;12305
10000;64;10901
10000;64;11636
10000;64;11101
10000;64;11875
10000;64;9699
10000;64;8494
10000;64;8395
10000;64;10818
10000;64;7699
10000;64;9133
10000;64;10410
10000;64;10958
10000;64;8579
10000;64;8405
10000;64;9059
10000;64;7412
10000;64;10592
10000;64;8328
10000;64;10606
10000;64;7659
10000;64;8050
10000;64;8463
10000;64;10284
10000;64;9890
10000;64;11044
10000;64;9126
10000;64;10100
10000;64;10254
10000;64;8135
10000;64;10309
10000;64;9940
10000;64;8786
10000;64;11205
10000;64;9678
