N;M;Output
10000;256;10690
10000;256;10099
10000;256;11344
10000;256;9459
10000;256;9531
10000;256;10475
10000;256;11141
10000;256;10409
10000;256;9886
10000;256;9636
10000;256;10360
10000;256;9526
10000;256;9630
10000;256;9487
10000;256;9967
10000;256;11508
10000;256;9996
10000;256;11194
10000;256;9665
10000;256;10263
10000;256;9696
10000;256;9653
10000;256;9905
10000;256;9271
10000;256;10302
10000;256;9400
10000;256;9855
10000;256;9534
10000;256;9062
10000;256;9770
10000;256;8770
10000;256;11625
10000;256;10387
10000;256;9996
10000;256;10643
10000;256;10322
10000;256;10103
10000;256;9065
10000;256;9705
10000;256;10405
10000;256;10323
10000;256;10144
10000;256;10507
10000;256;9296
10000;256;9965
10000;256;10408
10000;256;9665
10000;256;10889
10000;256;10313
10000;256;10253
10000;256;9489
10000;256;9747
10000;256;10578
10000;256;9630
10000;256;10585
10000;256;10072
10000;256;10323
10000;256;11021
10000;256;9232
10000;256;10671
10000;256;9051
10000;256;10882
10000;256;10924
10000;256;11018
10000;256;10720
10000;256;9730
10000;256;10200
10000;256;9334
10000;256;9824
10000;256;10411
10000;256;9849
10000;256;9422
10000;256;10513
10000;256;10311
10000;256;9360
10000;256;10059
10000;256;9116
10000;256;10104
10000;256;11138
10000;256;10534
10000;256;10967
10000;256;9772
10000;256;11018
10000;256;9607
10000;256;9027
10000;256;10159
10000;256;9954
10000;256;9804
10000;256;10372
10000;256;10130
10000;256;9239
10000;256;9471
10000;256;10280
10000;256;10341
10000;256;9831
10000;256;8548
10000;256;9987
10000;256;10417
10000;256;9477
10000;256;10150
10000;256;10281
10000;256;9516
10000;256;11007
10000;256;9775
10000;256;8684
10000;256;10469
10000;256;10092
10000;256;9796
10000;256;9281
10000;256;8481
10000;256;8556
10000;256;10241
10000;256;10720
10000;256;9802
10000;256;8983
10000;256;9742
10000;256;9421
10000;256;10417
10000;256;9893
10000;256;10160
10000;256;10460
10000;256;9095
10000;256;9726
10000;256;9848
10000;256;9569
10000;256;9634
10000;256;9338
10000;256;9895
10000;256;9842
10000;256;10039
10000;256;9868
10000;256;8767
10000;256;10268
10000;256;11541
10000;256;10451
10000;256;9477
10000;256;10009
10000;256;9962
10000;256;9427
10000;256;10835
10000;256;9385
10000;256;9677
10000;256;10073
10000;256;8493
10000;256;10596
10000;256;9421
10000;256;10667
10000;256;9539
10000;256;9456
10000;256;10061
10000;256;9764
10000;256;9739
10000;256;9082
10000;256;8860
10000;256;9504
10000;256;10357
10000;256;9205
10000;256;10618
10000;256;9610
10000;256;10030
10000;256;10420
10000;256;9485
10000;256;10460
10000;256;10560
10000;256;9833
10000;256;10033
10000;256;9238
10000;256;9727
10000;256;10372
10000;256;9752
10000;256;10278
10000;256;10032
10000;256;9828
10000;256;9204
10000;256;10345
10000;256;10690
10000;256;9680
10000;256;9021
10000;256;8747
10000;256;10070
10000;256;9405
10000;256;10331
10000;256;10561
10000;256;9610
10000;256;10165
10000;256;10102
10000;256;10614
10000;256;9680
10000;256;9428
10000;256;9836
10000;256;9524
10000;256;10334
10000;256;9967
10000;256;10676
10000;256;9627
10000;256;11730
10000;256;9520
10000;256;10258
10000;256;10294
10000;256;9611
10000;256;10297
10000;256;10379
10000;256;9938
10000;256;10313
10000;256;9547
10000;256;9937
10000;256;10733
10000;256;10550
10000;256;9118
10000;256;9951
10000;256;10200
10000;256;10853
10000;256;11063
10000;256;10567
10000;256;10787
10000;256;10266
10000;256;11081
10000;256;9935
10000;256;10944
10000;256;9468
10000;256;9520
10000;256;9853
10000;256;10028
10000;256;10483
10000;256;10051
10000;256;9843
10000;256;9777
10000;256;10411
10000;256;10062
10000;256;10070
10000;256;10473
10000;256;10778
10000;256;10972
10000;256;9781
10000;256;10446
10000;256;11504
10000;256;10517
10000;256;8856
10000;256;9916
10000;256;9845
10000;256;10672
10000;256;10937
10000;256;9654
10000;256;10811
10000;256;9900
10000;256;11711
10000;256;10222
10000;256;10330
10000;256;10072
10000;256;10504
10000;256;9635
10000;256;10348
10000;256;9672
10000;256;9272
10000;256;10558
10000;256;10008
10000;256;9742
10000;256;9494
10000;256;10448
10000;256;9451
10000;256;8996
10000;256;8577
10000;256;11135
10000;256;10164
10000;256;9254
10000;256;10276
10000;256;8856
10000;256;9872
10000;256;10321
10000;256;9362
10000;256;10767
10000;256;9137
10000;256;9940
10000;256;10139
10000;256;10015
10000;256;10186
10000;256;10951
10000;256;10072
10000;256;11617
10000;256;9397
10000;256;10895
10000;256;10382
10000;256;9731
10000;256;10122
10000;256;10192
10000;256;10410
10000;256;11266
10000;256;9337
10000;256;10880
10000;256;10228
10000;256;10116
10000;256;10357
10000;256;10854
10000;256;11502
10000;256;8965
10000;256;10006
10000;256;10168
10000;256;9559
10000;256;10126
10000;256;9078
10000;256;10794
10000;256;10177
10000;256;9482
10000;256;10880
10000;256;9761
10000;256;9597
10000;256;10405
10000;256;11407
10000;256;9856
10000;256;9636
10000;256;10598
10000;256;10210
10000;256;8953
10000;256;9608
10000;256;11243
10000;256;10579
10000;256;9506
10000;256;9736
10000;256;11374
10000;256;10238
10000;256;9987
10000;256;9098
10000;256;9814
10000;256;10750
10000;256;10630
10000;256;9254
10000;256;9731
10000;256;9302
10000;256;10164
10000;256;9483
10000;256;8721
10000;256;11455
10000;256;9083
10000;256;9791
10000;256;10656
10000;256;9777
10000;256;9344
10000;256;9074
10000;256;10701
10000;256;10158
10000;256;9569
10000;256;10536
10000;256;10354
10000;256;11070
10000;256;9743
10000;256;10095
10000;256;10307
10000;256;9240
10000;256;9622
10000;256;9680
10000;256;9724
10000;256;10379
10000;256;9864
10000;256;10531
10000;256;9437
10000;256;11421
10000;256;10176
10000;256;10298
10000;256;9604
10000;256;10083
10000;256;9908
10000;256;8464
10000;256;9545
10000;256;9325
10000;256;9714
10000;256;10366
10000;256;10521
10000;256;10440
10000;256;9087
10000;256;9008
10000;256;8828
10000;256;9810
10000;256;9925
10000;256;9735
10000;256;9290
10000;256;10567
10000;256;9065
10000;256;10706
10000;256;9579
10000;256;10589
10000;256;9609
10000;256;10361
10000;256;10129
10000;256;11036
10000;256;9643
10000;256;10166
10000;256;10558
10000;256;10310
10000;256;9865
10000;256;9392
10000;256;10046
10000;256;10860
10000;256;9708
10000;256;9624
10000;256;10226
10000;256;8682
10000;256;9342
10000;256;10467
10000;256;10328
10000;256;9898
10000;256;10364
10000;256;9715
10000;256;9836
10000;256;10533
10000;256;10652
10000;256;8781
10000;256;9078
10000;256;10015
10000;256;10581
10000;256;10061
10000;256;10662
10000;256;9763
10000;256;10739
10000;256;10466
10000;256;10595
10000;256;9574
10000;256;10729
10000;256;8719
10000;256;10921
10000;256;11150
10000;256;10617
10000;256;9861
10000;256;8959
10000;256;10020
10000;256;11057
10000;256;11086
10000;256;10174
10000;256;8903
10000;256;11461
10000;256;9431
10000;256;9152
10000;256;11649
10000;256;10710
10000;256;10169
10000;256;10413
10000;256;10653
10000;256;10431
10000;256;10471
10000;256;9816
10000;256;10728
10000;256;10307
10000;256;9505
10000;256;10129
10000;256;11406
10000;256;9859
10000;256;10002
10000;256;11274
10000;256;9470
10000;256;9696
10000;256;10515
10000;256;10536
10000;256;9857
10000;256;10222
10000;256;9785
10000;256;9613
10000;256;10974
10000;256;11157
10000;256;10687
10000;256;10088
10000;256;10084
10000;256;9691
10000;256;9749
10000;256;10614
10000;256;10174
10000;256;10144
10000;256;10108
10000;256;10049
10000;256;10319
10000;256;11498
10000;256;9659
10000;256;9995
10000;256;10650
10000;256;10490
10000;256;10973
10000;256;8930
10000;256;9976
10000;256;10538
10000;256;10391
10000;256;9029
10000;256;10186
10000;256;10606
10000;256;9213
10000;256;9768
10000;256;10410
10000;256;10500
10000;256;9747
10000;256;8801
10000;256;9873
10000;256;10654
10000;256;10335
10000;256;9564
10000;256;9615
10000;256;10295
10000;256;9792
10000;256;9420
10000;256;10294
10000;256;9533
10000;256;9050
10000;256;10854
10000;256;9523
10000;256;10008
10000;256;9807
10000;256;9743
10000;256;9617
10000;256;9609
10000;256;11029
10000;256;10257
10000;256;11551
10000;256;9859
10000;256;9869
10000;256;10629
10000;256;9040
10000;256;9360
10000;256;10358
10000;256;9765
10000;256;10319
10000;256;9735
10000;256;9371
10000;256;10552
10000;256;9203
10000;256;9748
10000;256;10712
10000;256;9714
10000;256;10322
10000;256;8815
10000;256;10327
10000;256;9139
10000;256;9823
10000;256;9670
10000;256;9846
10000;256;9394
10000;256;9431
10000;256;8759
10000;256;9480
10000;256;8773
10000;256;10027
10000;256;9519
10000;256;10163
10000;256;9214
10000;256;10197
10000;256;10899
10000;256;10681
10000;256;11240
10000;256;9161
10000;256;11026
10000;256;10092
10000;256;9214
10000;256;9982
10000;256;9588
10000;256;10383
10000;256;9927
10000;256;11815
10000;256;9256
10000;256;9726
10000;256;10069
10000;256;10329
10000;256;10329
